Club Number,Agreement Number,Membership Type,Since Date,Invoice  Amount,consolidated_mem_types
1247,124718505,EFIT,8/30/2016,26.6775,Fit
1247,124718507,TOTAL,8/30/2016,21.3575,Total
1247,124718508,SHORTT,8/30/2016,0.0975,Other
1247,124718516,EFIT,11-01-2016,28.7975,Fit
1247,124718528,TOTAL,8/31/2016,37.3075,Total
1247,124718537,TOTAL,10-02-2016,37.3075,Total
1247,124718540,EFIT,10-03-2016,26.6775,Fit
1247,124718545,EFIT,09-03-2016,26.6775,Fit
1247,124718555,TOTAL,10-06-2016,31.9875,Total
1247,124718569,EFIT,09-06-2016,26.6775,Fit
1247,124718577,EFIT,09-06-2016,26.6775,Fit
1247,124718582,TOTAL,09-06-2016,31.9875,Total
1247,124718584,EFIT,10-08-2016,26.6775,Fit
1247,124718585,EFIT,09-06-2016,26.6775,Fit
1247,124718588,TOTAL,09-06-2016,37.3075,Total
1247,124718590,TOTAL,09-06-2016,31.9875,Total
1247,124718594,EFIT,09-07-2016,26.6775,Fit
1247,124718598,EFIT,10-09-2016,28.7975,Fit
1247,124718601,EFIT,09-08-2016,26.6775,Fit
1247,124718604,EFIT,11-10-2016,26.6775,Fit
1247,124718606,EFIT,09-08-2016,26.6775,Fit
1247,124718612,RED,10-10-2016,10.7275,Red
1247,124718614,EFIT,09-09-2016,26.6775,Fit
1247,124718622,EFIT,10-11-2016,26.6775,Fit
1247,124718632,TOTAL,09-11-2016,37.3075,Total
1247,124718656,PIFPLT,9/13/2016,0.0975,Fit
1247,124718659,EFIT,9/13/2016,26.6775,Fit
1247,124718667,EFIT,10/14/2016,26.6775,Fit
1247,124718672,EFIT,10/14/2016,26.6775,Fit
1247,124718673,EFITPF,9/13/2016,0.0975,Fit
1247,124718677,EFIT,9/14/2016,26.6775,Fit
1247,124718679,EFIT,10/15/2016,26.6775,Fit
1247,124718684,EFIT,9/14/2016,26.6775,Fit
1247,124718686,EFIT,9/14/2016,26.6775,Fit
1247,124718687,EFIT,9/14/2016,26.6775,Fit
1247,124718691,EFIT,9/14/2016,26.6775,Fit
1247,124718692,EFIT,9/14/2016,26.6775,Fit
1247,124718701,EFIT,9/15/2016,26.6775,Fit
1247,124718702,EFIT,9/15/2016,26.6775,Fit
1247,124718704,TOTAL,9/15/2016,37.3075,Total
1247,124718706,EFIT,9/15/2016,26.6775,Fit
1247,124718708,EFIT,9/15/2016,26.6775,Fit
1247,124718713,EFIT,9/15/2016,26.6775,Fit
1247,124718716,EFIT,10/17/2016,23.4875,Fit
1247,124718717,EFIT,11/17/2016,26.6775,Fit
1247,124718718,TOTAL,10/17/2016,37.3075,Total
1247,124718718,EMP,10/17/2016,0.0975,Employee
1247,124718720,FSTCD,9/16/2016,20.0875,Child
1247,124718721,ADDLCD,9/16/2016,20.0875,Child
1247,124718726,EFIT,9/20/2016,23.4875,Fit
1247,124718728,TOTAL,10/21/2016,21.3575,Total
1247,124718737,EFIT,11/21/2016,26.6775,Fit
1247,124718740,EFIT,9/20/2016,26.6775,Fit
1247,124718741,EFIT,10/22/2016,26.6775,Fit
1247,124718742,EFIT,9/20/2016,26.6775,Fit
1247,124718746,TTLPIF,10/22/2016,0.0975,Total
1247,124718747,FSTCD,9/21/2016,20.0875,Child
1247,124718759,EFIT,9/22/2016,26.6775,Fit
1247,124718760,EFIT,9/22/2016,23.4875,Fit
1247,124718761,EFIT,9/22/2016,26.6775,Fit
1247,124718762,EFIT,9/22/2016,26.6775,Fit
1247,124718770,EFIT,9/23/2016,26.6775,Fit
1247,124718773,EFITPF,11/25/2016,0.0975,Fit
1247,124718778,EFIT,10/25/2016,26.6775,Fit
1247,124718785,EFIT,9/26/2016,26.6775,Fit
1247,124718797,EFIT,9/27/2016,26.6775,Fit
1247,124718798,EFIT,9/27/2016,26.6775,Fit
1247,124718799,TOTAL,9/27/2016,37.3075,Total
1247,124718808,EFITPF,9/28/2016,0.0975,Fit
1247,124718821,EFIT,10-01-2016,26.6775,Fit
1247,124718830,EFIT,10-03-2016,24.5475,Fit
1247,124718832,TOTAL,10-03-2016,31.9875,Total
1247,124718834,TTLPIF,10-04-2016,0.0975,Total
1247,124718836,TOTAL,10-04-2016,21.3575,Total
1247,124718837,EFIT,10-04-2016,26.6775,Fit
1247,124718838,EFIT,11-05-2016,26.6775,Fit
1247,124718866,EFIT,10-11-2016,26.6775,Fit
1247,124718875,EFIT,10-12-2016,26.6775,Fit
1247,124718880,TOTAL,10/13/2016,37.3075,Total
1247,124718887,EFIT,11/14/2016,24.5475,Fit
1247,124718889,EFIT,11/14/2016,26.6275,Fit
1247,124718890,TOTAL,10/14/2016,31.9875,Total
1247,124718898,EFIT,10/15/2016,26.6775,Fit
1247,124718906,EFIT,11/16/2016,26.6775,Fit
1247,124718913,EFIT,10/16/2016,26.6775,Fit
1247,124718917,EFIT,10/18/2016,26.6775,Fit
1247,124718920,TOTAL,10/18/2016,31.9875,Total
1247,124718923,EFIT,10/18/2016,26.6775,Fit
1247,124718924,EFIT,10/18/2016,26.6275,Fit
1247,124718930,ADDLCD,10/19/2016,20.0875,Child
1247,124718931,EFIT,10/19/2016,21.3575,Fit
1247,124718935,EFIT,10/20/2016,26.6775,Fit
1247,124718937,EFITPF,10/30/2016,0.0975,Fit
1247,124718940,EFIT,10/20/2016,26.6775,Fit
1247,124718946,EFIT,10/21/2016,26.6775,Fit
1247,124718950,EFIT,11/21/2016,26.6775,Fit
1247,124718955,EFIT,10/21/2016,26.6775,Fit
1247,124718956,EFIT,10/23/2016,26.6775,Fit
1247,124718962,TOTAL,10/23/2016,37.3075,Total
1247,124718964,EFIT,11/24/2016,26.6775,Fit
1247,124718966,EFIT,10/24/2016,28.7975,Fit
1247,124718967,EFIT,10/24/2016,26.6775,Fit
1247,124718974,TOTAL,10/25/2016,31.9875,Total
1247,124718976,EFIT,10/25/2016,26.6775,Fit
1247,124718996,EFIT,10/28/2016,26.6775,Fit
1247,124719003,EFIT,11/28/2016,26.6775,Fit
1247,124719004,EFIT,10/28/2016,26.6775,Fit
1247,124719005,EFIT,12/30/2016,26.6775,Fit
1247,124719008,EFIT,10/29/2016,26.6775,Fit
1247,124719021,EFITPF,12-01-2016,0.0975,Fit
1247,124719022,EFIT,10/31/2016,26.6775,Fit
1247,124719025,EFIT,10/31/2016,26.6775,Fit
1247,124719028,EFIT,12-01-2016,26.6775,Fit
1247,124719029,EFIT,11-01-2016,26.6775,Fit
1247,124719036,EFIT,11-01-2016,26.6775,Fit
1247,124719049,EFIT,11-01-2016,26.6775,Fit
1247,124719061,EFIT,12-05-2016,26.6775,Fit
1247,124719063,TOTAL,11-03-2016,28.7975,Total
1247,124719072,EFIT,11-04-2016,26.6775,Fit
1247,124719075,EFIT,12-05-2016,26.6775,Fit
1247,124719076,EMP,12-05-2016,0.0975,Employee
1247,124719079,EFIT,11-04-2016,26.6775,Fit
1247,124719080,EFIT,11-05-2016,26.6775,Fit
1247,124719083,EFIT,11-05-2016,23.4875,Fit
1247,124719084,EFIT,11-05-2016,26.6775,Fit
1247,124719092,EFIT,11-07-2016,26.6775,Fit
1247,124719099,EFITPF,2/15/2017,0.0975,Fit
1247,124719102,EFIT,11-08-2016,26.6775,Fit
1247,124719110,EFIT,12-09-2016,26.6775,Fit
1247,124719114,EFIT,11-10-2016,26.6775,Fit
1247,124719127,EFITPF,11-10-2016,0.0975,Fit
1247,124719131,EFIT,12-12-2016,26.6775,Fit
1247,124719132,EFIT,11-11-2016,26.6775,Fit
1247,124719133,EFIT,11-12-2016,26.6775,Fit
1247,124719135,EFIT,11-12-2016,26.6775,Fit
1247,124719141,RED,12/15/2016,10.7275,Red
1247,124719149,EFIT,11/14/2016,26.6275,Fit
1247,124719151,TOTAL,11/14/2016,28.7975,Total
1247,124719160,EFIT,11/14/2016,26.6775,Fit
1247,124719175,EFIT,11/15/2016,26.6775,Fit
1247,124719183,ADDLCD,11/16/2016,20.0875,Child
1247,124719191,EFIT,11/16/2016,26.6775,Fit
1247,124719192,TOTAL,11/16/2016,31.9875,Total
1247,124719197,EFIT,11/16/2016,26.6775,Fit
1247,124719205,TOTAL,11/16/2016,37.3075,Total
1247,124719207,TOTAL,11/16/2016,23.4875,Total
1247,124719209,TOTAL,11/16/2016,31.9875,Total
1247,124719210,EFIT,11/17/2016,26.6775,Fit
1247,124719211,EFIT,12/18/2016,26.6775,Fit
1247,124719215,EFIT,11/17/2016,26.6775,Fit
1247,124719216,EFIT,12/19/2016,26.6775,Fit
1247,124719217,RED,11/18/2016,10.7175,Red
1247,124719218,EFIT,11/18/2016,26.6775,Fit
1247,124719239,EFIT,11/22/2016,26.6775,Fit
1247,124719242,EFIT,11/22/2016,26.6775,Fit
1247,124719245,EFITPF,12/25/2016,0.0975,Fit
1247,124719251,EFIT,11/23/2016,24.5475,Fit
1247,124719259,EMP,11/25/2016,0.0975,Employee
1247,124719266,EFIT,11/28/2016,26.6775,Fit
1247,124719274,EFIT,11/29/2016,26.6775,Fit
1247,124719281,FSTCD,12-01-2016,20.0875,Child
1247,124719289,EFIT,12-05-2016,26.6775,Fit
1247,124719294,EFIT,12-09-2016,23.4875,Fit
1247,124719295,TOTAL,12-09-2016,31.9875,Total
1247,124719298,TOTAL,01-09-2017,31.9875,Total
1247,124719299,EFIT,12-09-2016,26.6775,Fit
1247,124719300,EFIT,12-10-2016,26.6775,Fit
1247,124719301,EFIT,12-10-2016,26.6775,Fit
1247,124719303,RED,01-10-2017,10.7275,Red
1247,124719305,EFIT,12-10-2016,26.6775,Fit
1247,124719306,EFIT,12-10-2016,26.6775,Fit
1247,124719309,EFIT,02-12-2017,23.4875,Fit
1247,124719311,EFITPF,02-12-2017,0.0975,Fit
1247,124719312,EFIT,12-11-2016,26.6775,Fit
1247,124719319,EFIT,1/14/2017,26.6775,Fit
1247,124719325,EFIT,12/13/2016,28.7975,Fit
1247,124719338,EFIT,12/16/2016,26.6775,Fit
1247,124719342,TOTAL,12/16/2016,37.3075,Total
1247,124719347,EFIT,12/16/2016,26.6775,Fit
1247,124719348,EFIT,12/16/2016,26.6775,Fit
1247,124719350,EFIT,12/16/2016,23.4875,Fit
1247,124719366,EFITPF,12/19/2016,0.0975,Fit
1247,124719368,EFIT,1/21/2017,26.6775,Fit
1247,124719370,EFIT,2/21/2017,26.6775,Fit
1247,124719373,EFIT,2/21/2017,23.4875,Fit
1247,124719376,EFIT,12/20/2016,26.6775,Fit
1247,124719377,EFIT,2/21/2017,26.6775,Fit
1247,124719382,EFIT,1/21/2017,23.4875,Fit
1247,124719383,EFIT,12/21/2016,26.6775,Fit
1247,124719387,FSTCD,12/22/2016,20.0875,Child
1247,124719392,EFIT,12/22/2016,28.7975,Fit
1247,124719396,EFIT,1/23/2017,26.6775,Fit
1247,124719398,EFIT,1/24/2017,26.6775,Fit
1247,124719410,EFIT,12/26/2016,26.6775,Fit
1247,124719416,EFIT,1/28/2017,24.5475,Fit
1247,124719417,EFIT,12/27/2016,26.6775,Fit
1247,124719420,TOTAL,12/28/2016,31.9875,Total
1247,124719422,TOTAL,1/28/2017,26.6775,Total
1247,124719423,EFIT,12/28/2016,26.6775,Fit
1247,124719424,EFIT,12/28/2016,26.6775,Fit
1247,124719428,EFIT,11/22/2018,26.6775,Fit
1247,124719430,EFIT,12/29/2016,26.6775,Fit
1247,124719432,EFIT,12/29/2016,24.5475,Fit
1247,124719433,EFIT,12/29/2016,26.6775,Fit
1247,124719434,EFIT,12/30/2016,23.4875,Fit
1247,124719435,EFIT,12/30/2016,26.6775,Fit
1247,124719439,EFIT,12/31/2016,26.6775,Fit
1247,124719440,EFIT,12/31/2016,26.6775,Fit
1247,124719446,EFIT,01-01-2017,26.6775,Fit
1247,124719449,EFIT,01-02-2017,26.6775,Fit
1247,124719455,EFIT,01-02-2017,23.4875,Fit
1247,124719469,EFIT,01-04-2017,26.6775,Fit
1247,124719470,EFIT,01-04-2017,26.6775,Fit
1247,124719471,EFIT,01-04-2017,26.6775,Fit
1247,124719472,EFIT,01-04-2017,26.6775,Fit
1247,124719476,EFIT,01-05-2017,24.5475,Fit
1247,124719482,EFIT,01-09-2017,26.6775,Fit
1247,124719484,EFIT,5/14/2017,26.6775,Fit
1247,124719485,EFIT,01-09-2017,26.6775,Fit
1247,124719488,EFIT,01-09-2017,26.6775,Fit
1247,124719502,EFIT,01-09-2017,26.6775,Fit
1247,124719504,EFIT,01-09-2017,26.6775,Fit
1247,124719509,EFIT,8/30/2019,28.7975,Fit
1247,124719512,EFIT,01-09-2017,26.6775,Fit
1247,124719513,EFIT,01-09-2017,26.6775,Fit
1247,124719514,EFIT,01-09-2017,26.6775,Fit
1247,124719518,EFIT,02-10-2017,26.6775,Fit
1247,124719519,EFIT,01-09-2017,26.6775,Fit
1247,124719520,RED,01-09-2017,10.7275,Red
1247,124719521,RED,01-09-2017,16.0375,Red
1247,124719524,EFIT,02-10-2017,24.5475,Fit
1247,124719534,EFIT,01-10-2017,26.6775,Fit
1247,124719539,TOTAL,01-10-2017,37.3075,Total
1247,124719540,EFIT,01-10-2017,26.6775,Fit
1247,124719550,ADDLCD,01-11-2017,20.0875,Child
1247,124719551,EFIT,01-12-2017,26.6775,Fit
1247,124719552,PIFPLT,04-04-2017,0.0975,Fit
1247,124719553,EFIT,3/18/2017,26.6775,Fit
1247,124719554,TOTAL,2/15/2017,31.9875,Total
1247,124719562,EFIT,1/15/2017,26.6775,Fit
1247,124719569,EFIT,2/16/2017,26.6775,Fit
1247,124719573,EFIT,1/16/2017,26.6775,Fit
1247,124719574,EFIT,2/17/2017,26.6775,Fit
1247,124719575,EMP,2/17/2017,0.0975,Employee
1247,124719575,EMP,2/17/2017,0.0975,Employee
1247,124719576,TOTAL,1/16/2017,37.3075,Total
1247,124719586,EFIT,4/22/2017,26.6775,Fit
1247,124719588,TOTAL,1/16/2017,37.3075,Total
1247,124719590,EFIT,1/17/2017,26.6775,Fit
1247,124719591,EFIT,1/17/2017,26.6775,Fit
1247,124719592,EFIT,1/17/2017,26.6775,Fit
1247,124719604,PIFPLT,3/24/2017,0.0975,Fit
1247,124719606,TOTAL,2/24/2017,37.3075,Total
1247,124719612,EFIT,3/29/2017,26.6775,Fit
1247,124719614,TOTAL,1/26/2017,37.3075,Total
1247,124719619,EFIT,1/26/2017,26.6775,Fit
1247,124719621,TTLPIF,1/28/2017,0.0975,Total
1247,124719624,EFIT,1/29/2017,26.6775,Fit
1247,124719625,ADDLCD,03-01-2017,10.0875,Child
1247,124719628,EFIT,1/29/2017,26.6775,Fit
1247,124719629,EFIT,1/29/2017,26.6775,Fit
1247,124719630,EFIT,1/29/2017,26.6775,Fit
1247,124719632,TOTAL,1/29/2017,37.3075,Total
1247,124719637,EFIT,1/30/2017,26.6775,Fit
1247,124719645,EFIT,1/30/2017,26.6775,Fit
1247,124719646,EFIT,1/30/2017,26.6775,Fit
1247,124719658,EFIT,1/31/2017,26.6775,Fit
1247,124719660,TOTAL,03-03-2017,31.9875,Total
1247,124719675,EFIT,02-01-2017,26.6775,Fit
1247,124719682,EFIT,02-01-2017,26.6775,Fit
1247,124719687,TOTAL,02-02-2017,37.3075,Total
1247,124719688,EFIT,02-02-2017,26.6775,Fit
1247,124719721,EFITPF,02-06-2017,0.0975,Fit
1247,124719724,EFIT,02-06-2017,28.7975,Fit
1247,124719728,EFIT,02-06-2017,23.4875,Fit
1247,124719745,EFITPF,02-08-2017,0.0975,Fit
1247,124719746,EFITPF,02-08-2017,0.0975,Fit
1247,124719750,EFITPF,02-08-2017,0.0975,Fit
1247,124719759,EFIT,02-10-2017,26.6775,Fit
1247,124719760,EFIT,02-10-2017,26.6775,Fit
1247,124719762,EFIT,02-10-2017,26.6775,Fit
1247,124719775,TTLPIF,02-10-2017,0.0975,Total
1247,124719776,EFIT,02-10-2017,26.6775,Fit
1247,124719778,PIFPLT,02-10-2017,0.0975,Fit
1247,124719779,EFITPF,02-10-2017,0.0975,Fit
1247,124719780,TOTAL,02-10-2017,37.3075,Total
1247,124719782,TOTAL,02-10-2017,31.9875,Total
1247,124719792,EFIT,02-11-2017,26.6775,Fit
1247,124719799,EFIT,2/13/2017,24.5475,Fit
1247,124719801,EFIT,2/13/2017,26.6775,Fit
1247,124719806,TOTAL,2/14/2017,37.3075,Total
1247,124719813,EFIT,2/15/2017,26.6775,Fit
1247,124719820,EFIT,2/16/2017,26.6775,Fit
1247,124719824,EMP,2/20/2017,0.0975,Employee
1247,124719824,EMP,2/20/2017,0.0975,Employee
1247,124719830,EFIT,2/20/2017,26.6775,Fit
1247,124719833,EFIT,2/21/2017,26.6775,Fit
1247,124719835,EFIT,2/23/2017,26.6775,Fit
1247,124719836,EFIT,3/27/2017,26.6775,Fit
1247,124719840,EFIT,2/24/2017,26.6775,Fit
1247,124719841,EFIT,2/25/2017,26.6775,Fit
1247,124719842,EFIT,2/25/2017,26.6775,Fit
1247,124719845,EFIT,3/28/2017,26.6775,Fit
1247,124719846,EFIT,2/26/2017,26.6775,Fit
1247,124719848,EFIT,2/26/2017,23.4875,Fit
1247,124719849,EFIT,2/26/2017,23.4875,Fit
1247,124719856,EFIT,2/27/2017,26.6775,Fit
1247,124719857,EFIT,2/27/2017,26.6775,Fit
1247,124719878,EFITPF,03-01-2017,0.0975,Fit
1247,124719886,EFIT,03-02-2017,26.6775,Fit
1247,124719894,EFIT,03-02-2017,26.6775,Fit
1247,124719898,EFITS,03-03-2017,0.0975,Fit
1247,124719934,EFITPF,03-06-2017,0.0975,Fit
1247,124719937,EFIT,03-06-2017,26.6775,Fit
1247,124719940,EFIT,04-07-2017,26.6775,Fit
1247,124719948,TOTAL,03-07-2017,31.9875,Total
1247,124719949,EFIT,03-07-2017,23.4875,Fit
1247,124719955,EFIT,04-07-2017,26.6775,Fit
1247,124719970,EFIT,04-08-2017,23.4875,Fit
1247,124719973,EFIT,03-08-2017,26.6775,Fit
1247,124720000,EFIT,03-11-2017,24.5475,Fit
1247,124720012,EFIT,3/14/2017,23.4875,Fit
1247,124720014,EFIT,3/14/2017,26.6775,Fit
1247,124720015,EFIT,4/14/2017,26.6775,Fit
1247,124720018,EFIT,4/14/2017,26.6775,Fit
1247,124720025,EFIT,3/15/2017,26.6775,Fit
1247,124720028,EFIT,3/15/2017,28.7975,Fit
1247,124720029,EFIT,3/15/2017,26.6775,Fit
1247,124720031,EFIT,3/15/2017,23.4875,Fit
1247,124720032,EFIT,3/15/2017,24.5475,Fit
1247,124720044,EFIT,4/17/2017,26.6775,Fit
1247,124720048,EFITPF,3/17/2017,0.0975,Fit
1247,124720049,EFIT,4/17/2017,26.6775,Fit
1247,124720050,EFIT,4/17/2017,23.4875,Fit
1247,124720059,RED,3/17/2017,10.7175,Red
1247,124720065,EFIT,4/17/2017,23.4875,Fit
1247,124720072,EFIT,4/18/2017,26.6775,Fit
1247,124720074,TOTAL,4/18/2017,31.9875,Total
1247,124720077,EFIT,5/19/2017,23.4875,Fit
1247,124720078,EFIT,4/18/2017,24.5475,Fit
1247,124720079,TOTAL,3/18/2017,37.3075,Total
1247,124720080,EFIT,4/18/2017,26.6775,Fit
1247,124720084,EFIT,3/18/2017,26.6775,Fit
1247,124720088,TOTAL,3/19/2017,31.9875,Total
1247,124720101,EFITPF,5/21/2017,0.0975,Fit
1247,124720107,EFIT,3/20/2017,26.6775,Fit
1247,124720108,EFIT,3/20/2017,26.6775,Fit
1247,124720113,EFIT,3/20/2017,26.6775,Fit
1247,124720114,EFIT,3/20/2017,26.6775,Fit
1247,124720117,EFIT,3/20/2017,26.6775,Fit
1247,124720119,EFIT,3/20/2017,26.6775,Fit
1247,124720120,EFIT,3/20/2017,26.6775,Fit
1247,124720121,EFIT,3/20/2017,26.6775,Fit
1247,124720124,EFIT,3/21/2017,21.3575,Fit
1247,124720127,EFIT,4/21/2017,26.6775,Fit
1247,124720135,EFIT,3/21/2017,26.6775,Fit
1247,124720137,TOTAL,3/21/2017,37.3075,Total
1247,124720146,EFIT,3/22/2017,26.6775,Fit
1247,124720151,EFIT,3/22/2017,26.6775,Fit
1247,124720153,EFIT,3/22/2017,23.4875,Fit
1247,124720155,EMP,3/22/2017,0.0975,Employee
1247,124720155,EMP,3/22/2017,0.0975,Employee
1247,124720156,EFIT,4/23/2017,26.6775,Fit
1247,124720159,EFIT,3/22/2017,26.6775,Fit
1247,124720160,EFIT,3/23/2017,26.6775,Fit
1247,124720161,TOTAL,4/23/2017,37.3075,Total
1247,124720166,EFIT,4/24/2017,26.6775,Fit
1247,124720168,EFIT,3/23/2017,26.6775,Fit
1247,124720169,TOTAL,5/25/2017,37.3075,Total
1247,124720172,EFIT,3/23/2017,26.6775,Fit
1247,124720173,RED,6/25/2017,10.7175,Red
1247,124720175,EFIT,3/24/2017,26.6775,Fit
1247,124720176,EFIT,6/25/2017,26.6775,Fit
1247,124720180,EFIT,3/24/2017,26.6775,Fit
1247,124720181,EFIT,3/24/2017,23.4875,Fit
1247,124720193,EFIT,3/26/2017,26.6775,Fit
1247,124720195,EFIT,3/26/2017,26.6775,Fit
1247,124720200,EFIT,3/27/2017,26.6775,Fit
1247,124720203,TOTAL,3/27/2017,37.3075,Total
1247,124720205,EFITPF,3/27/2017,0.0975,Fit
1247,124720206,EFITPF,3/28/2017,0.0975,Fit
1247,124720213,TOTAL,3/28/2017,37.3075,Total
1247,124720214,TOTAL,3/28/2017,37.3075,Total
1247,124720216,EFIT,4/28/2017,26.6775,Fit
1247,124720218,EFIT,3/28/2017,24.5475,Fit
1247,124720219,EFIT,3/28/2017,26.6775,Fit
1247,124720222,EFIT,3/29/2017,26.6775,Fit
1247,124720231,EFIT,05-01-2017,26.6775,Fit
1247,124720235,EFIT,3/29/2017,26.6775,Fit
1247,124720237,EFIT,06-01-2017,26.6775,Fit
1247,124720247,EFIT,3/30/2017,26.6775,Fit
1247,124720254,EFIT,3/30/2017,26.6775,Fit
1247,124720256,TOTAL,05-01-2017,37.3075,Total
1247,124720258,TOTAL,3/31/2017,31.9875,Total
1247,124720259,EFIT,05-01-2017,26.6775,Fit
1247,124720266,EFIT,04-01-2017,23.4875,Fit
1247,124720267,EFIT,04-01-2017,26.6775,Fit
1247,124720268,EFIT,04-01-2017,28.7975,Fit
1247,124720270,EFIT,04-01-2017,26.6775,Fit
1247,124720272,EFIT,04-01-2017,26.6775,Fit
1247,124720275,EFIT,04-03-2017,26.6775,Fit
1247,124720279,EFIT,04-03-2017,26.6775,Fit
1247,124720282,EFIT,05-05-2017,21.3575,Fit
1247,124720285,EFIT,07-06-2017,26.6775,Fit
1247,124720290,EFIT,04-04-2017,26.6775,Fit
1247,124720293,TOTAL,04-04-2017,37.3075,Total
1247,124720300,TOTAL,04-05-2017,31.9875,Total
1247,124720302,EFIT,04-05-2017,26.6775,Fit
1247,124720307,EFIT,04-06-2017,26.6775,Fit
1247,124720322,EFIT,04-08-2017,23.4875,Fit
1247,124720326,EFITPF,7/21/2017,0.0975,Fit
1247,124720330,EFIT,04-09-2017,26.6775,Fit
1247,124720331,EFIT,04-09-2017,26.6775,Fit
1247,124720350,EFIT,05-11-2017,26.6775,Fit
1247,124720352,EFIT,05-11-2017,26.6775,Fit
1247,124720354,TOTAL,04-10-2017,31.9875,Total
1247,124720357,EFIT,04-10-2017,26.6775,Fit
1247,124720359,TOTAL,04-10-2017,37.3075,Total
1247,124720363,EFIT,10/18/2014,26.6775,Fit
1247,124720366,EFIT,04-11-2017,26.6775,Fit
1247,124720370,EFIT,04-11-2017,26.6775,Fit
1247,124720371,EFIT,04-11-2017,26.6775,Fit
1247,124720374,REDPIF,04-11-2017,0.0975,Red
1247,124720382,EFIT,04-12-2017,26.6775,Fit
1247,124720384,EFIT,04-12-2017,23.4875,Fit
1247,124720390,EFIT,6/16/2017,24.5475,Fit
1247,124720392,EFIT,4/13/2017,26.6775,Fit
1247,124720412,EFIT,5/16/2017,26.6775,Fit
1247,124720413,EFIT,4/15/2017,26.6775,Fit
1247,124720416,PIFPLT,6/16/2017,0.0975,Fit
1247,124720425,EFIT,4/15/2017,23.4875,Fit
1247,124720426,EFIT,4/15/2017,26.6775,Fit
1247,124720427,EFIT,5/16/2017,26.6775,Fit
1247,124720431,ADDLCD,7/18/2017,20.0875,Child
1247,124720432,EFIT,4/16/2017,26.6775,Fit
1247,124720442,TOTAL,5/18/2017,37.3075,Total
1247,124720443,TOTAL,4/17/2017,31.9875,Total
1247,124720444,TOTAL,4/17/2017,31.9875,Total
1247,124720449,EFIT,4/17/2017,24.5475,Fit
1247,124720452,EFITPF,4/18/2017,0.0975,Fit
1247,124720453,EFIT,4/18/2017,26.6775,Fit
1247,124720456,EFIT,4/18/2017,26.6775,Fit
1247,124720470,TOTAL,5/19/2017,37.4075,Total
1247,124720471,EFIT,4/18/2017,26.6775,Fit
1247,124720472,EFIT,4/18/2017,26.6775,Fit
1247,124720473,EFIT,4/18/2017,26.6775,Fit
1247,124720475,EFIT,4/18/2017,26.6775,Fit
1247,124720477,EFIT,4/18/2017,26.6775,Fit
1247,124720478,TOTAL,4/18/2017,37.3075,Total
1247,124720485,EFIT,4/18/2017,26.6775,Fit
1247,124720487,EFIT,4/19/2017,23.4875,Fit
1247,124720488,EFIT,2/28/2012,28.7975,Fit
1247,124720501,EFITPF,4/22/2017,0.0975,Fit
1247,124720503,EFITPF,4/22/2017,0.0975,Fit
1247,124720509,EFIT,4/24/2017,26.6775,Fit
1247,124720522,EFIT,4/25/2017,26.6775,Fit
1247,124720531,EFIT,4/28/2017,26.6775,Fit
1247,124720534,TOTAL,4/29/2017,31.9875,Total
1247,124720538,EFIT,07-02-2017,26.6775,Fit
1247,124720539,FSTCD,4/29/2017,20.0875,Child
1247,124720540,EFIT,4/29/2017,26.6775,Fit
1247,124720543,EFITPF,07-07-2017,0.0975,Fit
1247,124720545,EFIT,05-02-2017,26.6775,Fit
1247,124720546,EFIT,06-02-2017,26.6775,Fit
1247,124720547,TOTAL,06-03-2017,37.3075,Total
1247,124720548,EFIT,06-03-2017,26.6775,Fit
1247,124720550,EFIT,05-02-2017,26.6775,Fit
1247,124720553,EFIT,05-02-2017,23.4875,Fit
1247,124720554,EFITPF,05-03-2017,0.0975,Fit
1247,124720555,EFIT,05-03-2017,26.6775,Fit
1247,124720557,EFIT,05-03-2017,26.6775,Fit
1247,124720560,EFITPF,06-04-2017,0.0975,Fit
1247,124720562,TOTAL,06-04-2017,37.3075,Total
1247,124720564,TOTAL,06-05-2017,37.3075,Total
1247,124720566,EFITPF,7/26/2017,0.0975,Fit
1247,124720567,EFIT,06-05-2017,23.4875,Fit
1247,124720568,RED,05-05-2017,10.7175,Red
1247,124720572,RED,05-06-2017,10.7175,Red
1247,124720577,EFIT,06-07-2017,26.6775,Fit
1247,124720586,TOTAL,06-08-2017,31.9875,Total
1247,124720590,EFIT,05-08-2017,24.5475,Fit
1247,124720591,EFIT,05-08-2017,26.6775,Fit
1247,124720593,TTLPIF,07-12-2017,0.0975,Total
1247,124720597,EFIT,06-09-2017,26.6775,Fit
1247,124720602,EFIT,06-10-2017,28.7975,Fit
1247,124720608,EFIT,05-10-2017,26.6775,Fit
1247,124720623,EFIT,5/13/2017,26.6775,Fit
1247,124720626,EFIT,6/15/2017,23.4875,Fit
1247,124720627,EFIT,5/15/2017,26.6775,Fit
1247,124720639,EFIT,5/15/2017,26.6775,Fit
1247,124720642,EFIT,6/16/2017,26.6775,Fit
1247,124720660,EFITPF,5/22/2017,0.0975,Fit
1247,124720661,EFIT,5/17/2017,26.6775,Fit
1247,124720666,EFIT,6/19/2017,28.7975,Fit
1247,124720668,EFIT,7/20/2017,26.6775,Fit
1247,124720670,EFIT,5/18/2017,26.6775,Fit
1247,124720680,EFIT,5/20/2017,26.6775,Fit
1247,124720683,TOTAL,5/21/2017,37.3075,Total
